id,nombre_completo,edad,provincia,nivel_educativo,horas_estudio_semana,asistencia_%,internet_en_casa,nivel_socioeconomico,promedio_final
6260,Adelardo Tamarit Pavón,24,Manabi,Secundaria,8,79.0,False,Medio,3.81
6261,Jeremías Marí Robles,17,Pichincha,Bachillerato,15,91.3,False,Alto,5.0
6262,Carlito de Pascual,25,Tungurahua,Bachillerato,33,98.5,True,Medio,6.08
6263,Lisandro Aguirre Gras,25,Esmeraldas,Bachillerato,23,59.0,False,Alto,3.87
6264,Nacio Carvajal Ocaña,23,Guayas,Bachillerato,2,54.0,True,Medio,2.82
6265,Marcos Lillo Cruz,21,Pichincha,Bachillerato,31,50.5,False,Alto,4.46
6266,Amando Galvez Villanueva,23,Esmeraldas,Secundaria,3,57.3,True,Bajo,2.33
6267,Bernardino del Conesa,21,Tungurahua,Bachillerato,27,84.8,False,Medio,5.19
6268,Lupita del Chacón,17,Chimborazo,Secundaria,29,80.6,True,Medio,5.37
6269,Encarna Miró Álvarez,16,Loja,Secundaria,30,94.1,False,Medio,6.16
6270,Fito Heredia Carlos,21,Pichincha,Secundaria,40,64.6,False,Alto,6.41
6271,Alondra Olivia Vallejo Alvarez,22,Loja,Bachillerato,32,53.8,False,Bajo,5.35
6272,Juan del Isern,25,Tungurahua,Secundaria,20,99.4,False,Alto,6.5
6273,Carlos Páez Escamilla,19,Guayas,Secundaria,24,81.5,False,Bajo,5.03
6274,Lupe Rosell Ochoa,19,Guayas,Secundaria,0,56.6,True,Medio,3.34
6275,Francisco Loreto Amaya Jordán,21,Esmeraldas,Bachillerato,15,73.3,False,Alto,5.55
6276,Tadeo de Monreal,23,Guayas,Secundaria,20,81.2,True,Bajo,5.28
6277,Pacífica Maestre Vizcaíno,23,Tungurahua,Bachillerato,10,62.6,False,Medio,3.41
6278,Casandra Cortes Escolano,18,Esmeraldas,Bachillerato,24,77.5,False,Alto,4.48
6279,Crescencia Angulo-Feliu,23,Guayas,Secundaria,34,99.6,False,Bajo,6.8
6280,Xiomara Bustamante Cuervo,20,Chimborazo,Bachillerato,32,61.7,True,Alto,5.86
6281,Trinidad Español Cerdán,23,Chimborazo,Secundaria,34,78.0,True,Medio,5.49
6282,Guadalupe Graciano Tormo Jerez,21,Guayas,Bachillerato,29,86.5,False,Medio,6.68
6283,Jose Manuel Ureña Frías,23,Loja,Bachillerato,8,76.1,True,Bajo,3.96
6284,Adoración de Navarrete,23,Chimborazo,Bachillerato,33,58.3,False,Alto,5.01
6285,Pablo Baños Nadal,20,Loja,Secundaria,37,62.5,True,Medio,5.85
6286,Olivia Moles-Tudela,20,Esmeraldas,Secundaria,5,58.7,False,Medio,3.04
6287,Alba Jerez Quintana,24,Chimborazo,Bachillerato,16,74.6,True,Bajo,5.3
6288,Eusebio Rivas Otero,16,Pichincha,Secundaria,14,91.8,False,Medio,6.14
6289,Hortensia Candela Pazos Crespo,23,Esmeraldas,Bachillerato,2,79.2,True,Alto,3.63
6290,Emiliana Echeverría Escribano,16,Tungurahua,Bachillerato,32,89.9,False,Alto,5.38
6291,Catalina Plaza Farré,25,Chimborazo,Secundaria,0,94.5,False,Alto,4.72
6292,Jose Miguel del Sanz,25,Manabi,Secundaria,40,62.7,True,Medio,4.87
6293,Rafaela Cámara,22,Chimborazo,Bachillerato,36,75.8,True,Medio,6.34
6294,Martina Perea Puerta,19,Esmeraldas,Bachillerato,30,85.9,True,Alto,6.38
6295,Eva del Luján,22,Esmeraldas,Secundaria,11,92.9,True,Alto,5.46
6296,Marianela Rosado Luján,19,Pichincha,Secundaria,38,61.2,True,Medio,5.06
6297,Dorita Narváez Méndez,24,Esmeraldas,Secundaria,5,99.0,False,Bajo,5.48
6298,Isaura Pedrero Salinas,19,Guayas,Bachillerato,0,99.0,False,Bajo,6.07
6299,Zaida Ochoa Arnal,22,Pichincha,Bachillerato,23,91.5,False,Alto,5.72
6300,Álvaro del Prieto,15,Guayas,Secundaria,37,74.7,True,Medio,6.2
6301,Malena Izquierdo,19,Loja,Secundaria,33,70.8,True,Alto,5.71
6302,Nélida Terrón,20,Esmeraldas,Secundaria,24,99.8,False,Medio,6.77
6303,Moreno Felix Grande Pinto,22,Guayas,Bachillerato,39,97.5,True,Alto,7.66
6304,Guiomar Cecilia Viñas Rivero,18,Loja,Bachillerato,20,54.3,False,Alto,4.31
6305,Soledad Pareja Morata,25,Guayas,Secundaria,1,72.5,False,Medio,2.84
6306,Elena Tomas Balaguer,16,Esmeraldas,Bachillerato,19,99.9,True,Alto,5.97
6307,Evelia Prieto Robledo,20,Loja,Bachillerato,36,96.6,False,Bajo,6.88
6308,Carla Cuervo Aguilera,15,Pichincha,Secundaria,22,63.8,False,Bajo,5.73
6309,Aurelia Losa Morante,15,Guayas,Bachillerato,38,73.1,False,Medio,6.36
6310,Ovidio Alarcón Noguera,18,Pichincha,Secundaria,17,50.6,True,Bajo,4.22
6311,Lupe Pera Rivas,21,Guayas,Bachillerato,22,89.7,True,Medio,5.64
6312,Benigno Nuñez Bermudez,23,Esmeraldas,Bachillerato,14,60.3,False,Medio,4.28
6313,Maristela Emiliana Correa Martorell,24,Loja,Bachillerato,29,76.7,True,Medio,4.93
6314,Aroa del Tamarit,18,Guayas,Secundaria,38,68.4,True,Alto,6.11
6315,Pastora Clemente Hernández,16,Loja,Bachillerato,27,62.6,True,Bajo,4.68
6316,Jesús Peñalver Carvajal,17,Guayas,Bachillerato,39,76.8,False,Bajo,7.14
6317,Vicente Jara Ferrán,24,Loja,Bachillerato,3,79.1,False,Bajo,3.5
6318,Eva Durán-Alba,18,Loja,Bachillerato,4,81.8,False,Medio,4.73
6319,Asdrubal de Ureña,22,Esmeraldas,Bachillerato,16,72.0,True,Medio,5.13
6320,Liliana Murillo,23,Pichincha,Bachillerato,39,63.6,True,Alto,5.97
6321,Leyre del Escudero,24,Guayas,Secundaria,26,73.1,False,Medio,5.33
6322,Leoncio Andreu Álvarez,25,Manabi,Bachillerato,36,88.3,False,Bajo,6.04
6323,Alba Galán Amores,15,Esmeraldas,Bachillerato,13,61.0,False,Bajo,5.29
6324,Bonifacio Ribas,24,Esmeraldas,Secundaria,29,78.7,False,Bajo,5.57
6325,Marcela Bellido Sanchez,25,Tungurahua,Bachillerato,28,81.8,True,Alto,6.21
6326,Griselda Vallejo Salas,24,Chimborazo,Bachillerato,22,72.6,True,Alto,4.72
6327,Lázaro Aliaga-Bermejo,15,Guayas,Bachillerato,33,71.4,False,Medio,5.92
6328,Nilo Édgar Ribas Santamaria,16,Esmeraldas,Bachillerato,34,52.3,True,Bajo,4.86
6329,Héctor Peralta Guillen,19,Manabi,Bachillerato,14,98.2,False,Alto,5.61
6330,Delfina Perez Alonso,17,Pichincha,Bachillerato,28,62.6,True,Medio,5.18
6331,Reina Purificación Montero Pombo,18,Pichincha,Bachillerato,39,93.3,False,Medio,5.75
6332,Zaida del Somoza,21,Manabi,Bachillerato,14,72.1,True,Alto,4.06
6333,Diana Peiró Patiño,21,Esmeraldas,Secundaria,19,55.4,True,Medio,4.12
6334,Esteban Tejada Pinilla,22,Tungurahua,Bachillerato,6,69.4,True,Alto,3.49
6335,Trinidad Portero Albero,15,Pichincha,Secundaria,12,89.0,True,Bajo,4.28
6336,Omar de Elorza,20,Manabi,Bachillerato,29,80.5,False,Medio,5.21
6337,Salvador Telmo Peral Vázquez,22,Chimborazo,Secundaria,40,86.9,True,Bajo,6.13
6338,Anna Cadenas,22,Manabi,Bachillerato,35,91.7,False,Medio,7.21
6339,Ernesto Aurelio Alcaraz Cerro,21,Guayas,Secundaria,36,76.8,False,Alto,7.18
6340,Reinaldo Aguado Salas,23,Guayas,Secundaria,19,53.8,True,Medio,3.54
6341,Evelia del Garay,15,Pichincha,Bachillerato,21,78.9,False,Bajo,6.27
6342,Herminia Ruiz,16,Tungurahua,Secundaria,31,89.8,True,Medio,5.41
6343,Valerio Granados Roca,20,Tungurahua,Secundaria,13,52.3,False,Medio,3.17
6344,Eustaquio Canales Sans,24,Chimborazo,Secundaria,17,74.6,False,Alto,4.42
6345,Saturnino de Valencia,20,Chimborazo,Bachillerato,8,55.7,True,Bajo,3.64
6346,Baudelio Azcona Guijarro,22,Chimborazo,Bachillerato,21,60.8,True,Medio,4.52
6347,Ofelia del Alvarez,23,Guayas,Secundaria,18,73.4,True,Medio,4.33
6348,Domitila Castell Garzón,16,Guayas,Bachillerato,29,59.2,False,Alto,4.68
6349,Celestino Cornejo Miralles,25,Loja,Bachillerato,22,95.3,True,Medio,6.5
6350,Adolfo Carrasco Múgica,17,Manabi,Bachillerato,28,76.9,False,Bajo,4.58
6351,Dorotea Abascal,17,Tungurahua,Secundaria,24,94.3,True,Bajo,6.93
6352,Bartolomé Roda Escolano,15,Tungurahua,Secundaria,10,77.9,False,Bajo,4.01
6353,Lázaro Alfonso Chaves,15,Manabi,Bachillerato,2,53.2,False,Bajo,2.9
6354,Elisa Tomé Olmedo,19,Chimborazo,Bachillerato,9,53.8,False,Bajo,3.66
6355,Claudia de Bermúdez,17,Tungurahua,Secundaria,7,59.3,True,Alto,3.28
6356,Perla Oliva Merino,21,Tungurahua,Bachillerato,7,99.7,False,Medio,5.47
6357,Andrea Catalá-Melero,24,Loja,Bachillerato,18,87.3,True,Medio,4.92
6358,Fidela Arnau,15,Chimborazo,Secundaria,13,77.8,False,Bajo,4.9
6359,Caridad Samper-Sevillano,25,Guayas,Bachillerato,21,51.1,False,Bajo,3.78
6360,Domingo Erasmo Tolosa Peña,22,Pichincha,Secundaria,0,53.6,True,Alto,3.63
6361,Tito Juan Carlos Vazquez Sierra,22,Loja,Secundaria,17,86.7,False,Alto,5.31
6362,Pastor Nogueira Castilla,19,Guayas,Bachillerato,37,88.0,False,Alto,6.82
6363,Camilo Baquero-Camacho,25,Chimborazo,Secundaria,9,87.8,False,Alto,5.0
6364,Roberta Bermudez,20,Chimborazo,Secundaria,18,79.0,False,Bajo,5.64
6365,Calisto del Arellano,15,Guayas,Secundaria,22,92.9,False,Bajo,5.44
6366,Cecilia Jove-Menendez,15,Pichincha,Secundaria,29,67.3,True,Alto,5.32
6367,Nidia Tomás Tena,16,Tungurahua,Bachillerato,30,59.3,True,Medio,4.93
6368,Fabián Campillo Fiol,21,Esmeraldas,Secundaria,33,66.3,True,Alto,6.02
6369,Sara Solsona Querol,22,Pichincha,Secundaria,22,55.0,True,Alto,4.76
6370,Anacleto Ruiz Fábregas,24,Tungurahua,Bachillerato,26,59.3,False,Alto,4.41
6371,Jose Ramón Domingo Blanca Raya,24,Chimborazo,Bachillerato,8,61.3,True,Alto,4.93
6372,María Dolores Montesinos Guerra,17,Chimborazo,Bachillerato,20,76.3,False,Alto,6.1
6373,Paco Pinilla-Bejarano,17,Esmeraldas,Secundaria,36,70.5,True,Bajo,5.69
6374,Alfonso Padilla Alcántara,21,Tungurahua,Bachillerato,26,96.0,True,Medio,5.98
6375,Soraya León Vall,22,Pichincha,Secundaria,20,89.1,True,Medio,5.8
6376,María Fernanda Casado Pastor,18,Pichincha,Secundaria,13,80.4,True,Medio,5.73
6377,Nazaret Romeu Lamas,16,Manabi,Secundaria,4,58.5,False,Alto,4.05
6378,Rufino Quero Olmo,24,Guayas,Bachillerato,34,96.4,True,Bajo,7.2
6379,Teófila Gallego Roldán,17,Loja,Bachillerato,18,63.6,False,Bajo,4.85
6380,Macaria Barrera Valencia,19,Pichincha,Bachillerato,7,89.9,True,Medio,4.41
6381,Feliciana Olmo Barrio,23,Tungurahua,Secundaria,23,96.7,True,Bajo,5.8
6382,Araceli Pía Maza Porta,15,Manabi,Bachillerato,28,73.5,True,Bajo,4.57
6383,Olivia Alemán Escamilla,18,Chimborazo,Secundaria,18,60.9,True,Bajo,3.88
6384,Iker de Valbuena,17,Manabi,Bachillerato,12,86.2,False,Bajo,5.53
6385,Florinda Bernad Luís,20,Esmeraldas,Secundaria,8,91.5,False,Alto,5.14
6386,Florentino de Mascaró,16,Guayas,Secundaria,32,56.1,True,Medio,5.0
6387,Armando Ballester Romeu,20,Pichincha,Secundaria,35,64.4,True,Medio,5.46
6388,Clemente Navarrete-Jordán,16,Tungurahua,Bachillerato,32,76.3,False,Bajo,5.53
6389,Graciana Bárcena-Espejo,24,Pichincha,Bachillerato,5,50.9,False,Alto,3.24
6390,Nilo Ignacio Iglesias Echevarría,18,Guayas,Secundaria,29,54.0,False,Bajo,4.11
6391,Javiera Cervera Murillo,15,Esmeraldas,Secundaria,8,95.5,False,Medio,5.87
6392,Edelmira de Rodríguez,19,Esmeraldas,Bachillerato,15,59.8,False,Alto,4.43
6393,Domingo Tejera Luján,22,Chimborazo,Bachillerato,5,62.5,True,Alto,3.37
6394,Mariano de Bravo,17,Chimborazo,Secundaria,39,85.5,False,Bajo,7.17
6395,Leonel Sastre Landa,23,Tungurahua,Bachillerato,23,72.4,True,Bajo,4.92
6396,Nando Bayona Ibáñez,17,Pichincha,Secundaria,27,64.0,False,Bajo,4.92
6397,Albina Yuste Grau,23,Loja,Bachillerato,6,67.3,True,Bajo,3.77
6398,Begoña Verdejo Aller,16,Chimborazo,Secundaria,8,76.1,False,Medio,4.15
6399,Nerea Costa Barrios,21,Loja,Secundaria,10,77.5,False,Medio,5.43
6400,Febe Chico Sedano,24,Manabi,Bachillerato,7,60.8,False,Alto,2.85
6401,María Luisa Maldonado Huerta,18,Tungurahua,Secundaria,24,58.0,False,Medio,4.96
6402,Aurelia de Arteaga,15,Loja,Bachillerato,29,93.9,False,Medio,5.99
6403,Rafaela Nicolás-Oller,18,Guayas,Secundaria,34,68.8,False,Medio,5.45
6404,Leonel Campos-Amador,15,Guayas,Bachillerato,40,55.7,False,Bajo,4.91
6405,Balduino Plana Cabo,16,Chimborazo,Bachillerato,19,98.4,False,Medio,5.78
6406,Ezequiel Cases Gimeno,24,Esmeraldas,Secundaria,32,76.3,True,Bajo,5.93
6407,María José Checa Segovia,15,Guayas,Secundaria,18,93.8,False,Medio,5.7
6408,Severo Cortes Robledo,16,Manabi,Secundaria,21,88.1,False,Bajo,6.36
6409,Bautista Ayala Llabrés,15,Manabi,Bachillerato,19,50.1,False,Bajo,3.87
6410,Albano Elpidio Tirado Alberdi,22,Manabi,Bachillerato,9,85.3,False,Bajo,5.36
6411,Galo Mayoral Grande,24,Loja,Bachillerato,18,95.2,False,Medio,5.05
6412,Efraín Ávila,23,Esmeraldas,Secundaria,20,70.0,True,Medio,4.68
6413,Bernardo Jordán,16,Esmeraldas,Bachillerato,21,91.4,True,Alto,5.72
6414,Teobaldo Alemany Mata,22,Tungurahua,Bachillerato,2,77.8,True,Medio,4.79
6415,Mario Pol Arco,15,Tungurahua,Secundaria,19,56.7,True,Medio,3.29
6416,Sebastián Rey Guijarro,17,Guayas,Secundaria,29,72.7,False,Alto,4.85
6417,Yésica Martínez Ruiz,24,Manabi,Bachillerato,26,60.6,True,Medio,4.32
6418,Aitana Hurtado Silva,25,Esmeraldas,Secundaria,34,50.9,True,Medio,5.52
6419,Joel Aníbal Mur Sanchez,18,Manabi,Secundaria,1,63.1,False,Alto,4.18
6420,Mariano Montes Amat,15,Loja,Bachillerato,20,51.6,True,Alto,4.0
6421,Julieta Custodia Villa Sierra,16,Tungurahua,Secundaria,21,76.7,True,Medio,5.76
6422,Balduino Segura,24,Tungurahua,Bachillerato,31,64.2,False,Bajo,5.34
6423,Ángela Granados Noriega,15,Loja,Bachillerato,23,70.9,True,Medio,5.0
6424,Pánfilo del Jimenez,18,Manabi,Bachillerato,12,70.7,False,Alto,4.29
6425,Pepito Lloret Reina,22,Esmeraldas,Secundaria,23,94.5,True,Medio,6.26
6426,Conrado del Pereira,18,Chimborazo,Secundaria,34,81.4,False,Alto,6.45
6427,Sebastián Pou Delgado,22,Pichincha,Bachillerato,30,93.7,False,Bajo,6.19
6428,Joaquín Bejarano,17,Guayas,Secundaria,22,54.1,False,Alto,4.1
6429,Joaquina Cases Montesinos,15,Guayas,Secundaria,35,80.9,True,Medio,5.16
6430,Ramiro del Caparrós,19,Loja,Bachillerato,37,93.0,False,Medio,6.47
6431,Belén Acero-Palmer,19,Manabi,Secundaria,3,74.0,True,Alto,4.91
6432,Eutropio del Español,16,Tungurahua,Secundaria,3,90.8,True,Medio,4.99
6433,Florina Galan Elorza,20,Loja,Bachillerato,18,50.3,True,Medio,4.4
6434,Oriana Acuña Acevedo,19,Esmeraldas,Secundaria,0,53.8,False,Medio,2.95
6435,Sonia de Rodrigo,19,Pichincha,Bachillerato,20,84.0,False,Alto,5.44
6436,María Del Carmen Concha Clavero Galiano,19,Esmeraldas,Bachillerato,33,52.2,False,Medio,5.9
6437,Modesto Lorenzo Gisbert,22,Chimborazo,Secundaria,34,93.4,True,Alto,6.56
6438,Claudio de Oliva,17,Chimborazo,Secundaria,33,76.1,False,Bajo,5.22
6439,Nadia Silvia Pavón Patiño,20,Manabi,Secundaria,30,78.5,False,Bajo,5.25
6440,Alcides Asensio Mir,24,Manabi,Secundaria,12,73.7,True,Bajo,4.6
6441,Julie Manzano Llano,15,Esmeraldas,Secundaria,36,68.6,True,Alto,5.17
6442,Tiburcio Bello-Sanchez,23,Tungurahua,Secundaria,33,74.6,False,Medio,5.83
6443,Adelaida Tudela Díaz,21,Tungurahua,Bachillerato,24,72.9,True,Medio,5.13
6444,Ibán Palomares Durán,18,Tungurahua,Bachillerato,32,83.8,False,Medio,5.81
6445,Balduino Aznar Francisco,19,Pichincha,Bachillerato,39,54.9,False,Bajo,4.57
6446,Leoncio Jose Nogueira Palacios,19,Pichincha,Secundaria,16,83.1,True,Medio,4.35
6447,Victoriano Escolano Montero,19,Manabi,Bachillerato,17,51.6,False,Medio,3.48
6448,Albert Álamo Durán,24,Chimborazo,Secundaria,8,76.4,True,Bajo,5.14
6449,Miriam Grande Barreda,25,Guayas,Bachillerato,10,90.1,True,Alto,5.14
6450,Máximo Múgica Palomino,21,Esmeraldas,Secundaria,34,87.1,True,Alto,5.99
6451,Nazario Villalonga Ballesteros,15,Loja,Bachillerato,3,70.6,False,Medio,3.67
6452,Leyre Beltrán Iniesta,25,Manabi,Bachillerato,6,77.6,True,Bajo,4.2
6453,Milagros de Gil,25,Tungurahua,Bachillerato,3,69.2,False,Bajo,3.85
6454,Francisco Javier del Soriano,24,Guayas,Bachillerato,10,76.7,True,Bajo,3.97
6455,Bruno Valero Calleja Bertrán,15,Esmeraldas,Bachillerato,4,92.6,True,Alto,4.56
6456,Luis Miguel Cardona,18,Esmeraldas,Secundaria,23,58.7,True,Alto,4.95
6457,Germán Sans,15,Pichincha,Bachillerato,8,58.1,True,Bajo,4.13
6458,Rosendo Salas Laguna,19,Pichincha,Secundaria,40,98.5,True,Alto,7.22
6459,Cristóbal Font-Ugarte,19,Guayas,Secundaria,34,70.2,False,Medio,5.35
6460,Natalio Calatayud-Rico,25,Chimborazo,Secundaria,3,76.5,True,Medio,4.08
6461,Tania Prudencia Roura Girón,22,Loja,Bachillerato,20,52.4,True,Medio,5.22
6462,Yolanda Perez Gonzalo,22,Chimborazo,Secundaria,17,67.4,True,Medio,4.34
6463,Amanda Marcos Cuervo,24,Chimborazo,Secundaria,27,77.1,False,Medio,6.19
6464,Reyes Santos-Agustín,16,Chimborazo,Bachillerato,14,79.2,False,Bajo,4.09
6465,Fausto Seguí Peral,23,Loja,Bachillerato,19,68.4,False,Medio,4.59
6466,Glauco Bello Borrás,22,Manabi,Bachillerato,31,77.1,True,Medio,4.99
6467,Marino Ariño,16,Chimborazo,Bachillerato,12,52.6,True,Alto,3.33
6468,Primitivo Llopis Criado,24,Guayas,Bachillerato,15,81.8,True,Bajo,5.16
6469,Charo Castillo-Laguna,18,Pichincha,Bachillerato,29,98.2,False,Alto,6.52
6470,Herminia Bertrán-Vergara,24,Loja,Secundaria,0,80.2,True,Alto,3.47
6471,Teodoro Faustino Otero Fernández,22,Tungurahua,Bachillerato,36,56.2,False,Medio,4.5
6472,Agapito Bilbao-Rovira,19,Guayas,Bachillerato,38,96.0,False,Alto,7.27
6473,Cleto Estévez-Valderrama,20,Chimborazo,Bachillerato,20,80.4,False,Alto,6.27
6474,Leoncio del Oliva,17,Esmeraldas,Bachillerato,40,77.8,False,Bajo,7.11
6475,José Luis del Amador,23,Manabi,Bachillerato,23,96.5,False,Alto,6.21
6476,Fortunato Albero Páez,23,Tungurahua,Bachillerato,19,96.7,False,Alto,5.93
6477,Cleto Ojeda-Espada,25,Manabi,Bachillerato,9,78.8,False,Bajo,4.63
6478,Desiderio Arco Barranco,20,Loja,Secundaria,21,86.6,False,Medio,4.95
6479,María Miró Millán,25,Manabi,Secundaria,21,86.9,False,Medio,5.66
6480,Isidro Trujillo Lloret,24,Pichincha,Secundaria,35,77.7,True,Medio,5.16
6481,Filomena Campoy,20,Esmeraldas,Bachillerato,15,82.0,True,Medio,4.62
6482,Roberta Dominguez Corominas,22,Manabi,Bachillerato,25,92.3,False,Medio,5.84
6483,Jordán Badía Pombo,20,Manabi,Secundaria,29,99.1,False,Alto,6.3
6484,Félix del Cabeza,20,Esmeraldas,Secundaria,24,76.2,True,Medio,5.78
6485,Pascual Agullo Vilanova,18,Loja,Bachillerato,4,69.9,False,Alto,3.57
6486,Marcelo Blasco-Tamarit,23,Esmeraldas,Bachillerato,5,93.6,True,Alto,4.1
6487,Eladio Granados Adadia,22,Manabi,Secundaria,38,87.1,False,Alto,5.92
6488,Marisol Ródenas Chamorro,21,Esmeraldas,Bachillerato,18,92.4,False,Bajo,5.53
6489,Almudena Peñas Cuervo,25,Chimborazo,Secundaria,11,90.2,False,Bajo,5.31
6490,Dimas Becerra Sáez,19,Pichincha,Secundaria,35,51.0,True,Medio,4.93
6491,Maxi Figueroa Cifuentes,18,Guayas,Bachillerato,18,54.9,False,Medio,2.88
6492,Eutimio Maldonado Vilaplana,25,Esmeraldas,Bachillerato,38,84.6,False,Medio,6.77
6493,Juan Francisco Gonzalo Pomares,20,Manabi,Secundaria,27,81.1,True,Medio,5.61
6494,Aurelia Amat Infante,17,Loja,Secundaria,34,88.2,True,Bajo,7.17
6495,Ariadna Pulido-Tovar,16,Chimborazo,Secundaria,22,77.6,True,Medio,5.26
6496,Eufemia Jiménez Galán,25,Pichincha,Bachillerato,3,73.6,False,Bajo,3.21
6497,Abilio Enríquez-Bertrán,22,Chimborazo,Secundaria,19,57.4,False,Alto,4.77
6498,Lucas Echevarría Salinas,16,Esmeraldas,Secundaria,5,77.6,False,Bajo,3.81
6499,Cristian Palomar Pulido,16,Chimborazo,Bachillerato,23,75.4,True,Medio,4.31
6500,Ruy de Valera,24,Esmeraldas,Bachillerato,3,91.8,False,Alto,5.0
6501,Luis Miguel Arias Vázquez,25,Esmeraldas,Secundaria,37,77.8,True,Bajo,6.01
6502,Serafina Gomis Cisneros,22,Loja,Secundaria,14,96.7,True,Bajo,5.75
6503,Dorita Rozas Rius,21,Pichincha,Bachillerato,24,77.3,False,Alto,5.5
6504,Eulalia Talavera Tejada,24,Esmeraldas,Secundaria,3,67.8,False,Alto,4.35
6505,Aitor Pareja Rovira,20,Manabi,Secundaria,27,77.7,False,Alto,5.43
6506,Luz Marco Rico,23,Esmeraldas,Secundaria,22,50.6,True,Alto,4.23
6507,Marcelino Borja,24,Loja,Bachillerato,35,92.4,True,Alto,6.65
6508,Sarita del Almazán,24,Manabi,Secundaria,38,77.6,True,Bajo,6.32
6509,Heliodoro Benavent,17,Chimborazo,Secundaria,35,53.9,True,Bajo,5.68
6510,Angelina de Gomez,22,Pichincha,Secundaria,34,98.6,True,Bajo,7.52
6511,Leticia Cerdá,16,Manabi,Bachillerato,15,63.1,True,Bajo,3.81
6512,Josefa Solsona Corbacho,16,Esmeraldas,Secundaria,39,86.7,False,Medio,5.97
6513,Daniela Moles Jove,20,Chimborazo,Bachillerato,21,71.7,False,Alto,4.71
6514,Félix de Pineda,22,Pichincha,Secundaria,29,96.5,False,Medio,5.88
6515,Asdrubal Crespi-Badía,22,Chimborazo,Secundaria,5,59.3,False,Alto,4.45
6516,Ruperto Robledo-Garmendia,24,Pichincha,Bachillerato,16,94.9,True,Alto,5.43
6517,Albano Chacón Morell,24,Tungurahua,Bachillerato,32,67.6,False,Bajo,6.15
6518,Hortensia Olivera Villar,15,Manabi,Secundaria,14,79.5,True,Alto,4.88
6519,Alba Rodriguez,25,Guayas,Secundaria,24,72.1,False,Alto,4.67
6520,Isidoro Montero Barragán,19,Pichincha,Secundaria,36,53.5,True,Alto,4.18
6521,Jovita Vigil Martí,18,Guayas,Secundaria,0,51.5,True,Medio,3.93
6522,Máximo Alfonso Baena,17,Tungurahua,Secundaria,19,73.6,True,Medio,4.58
6523,Loida Ballesteros Landa,18,Guayas,Bachillerato,38,100.0,True,Medio,6.71
6524,Benigno Jose Francisco Arco Tenorio,16,Pichincha,Bachillerato,35,99.0,True,Alto,7.28
6525,Priscila Aguiló-Montenegro,19,Pichincha,Secundaria,2,76.9,True,Alto,3.79
6526,Sancho Cerro-Prieto,21,Esmeraldas,Secundaria,20,91.0,False,Alto,6.38
6527,Vasco Pedro-Mur,24,Esmeraldas,Bachillerato,37,84.4,True,Bajo,5.68
6528,Ester Morera Fuente,21,Manabi,Bachillerato,20,91.4,True,Medio,5.95
6529,Natanael Dominguez Moliner,17,Chimborazo,Bachillerato,12,58.1,False,Bajo,3.75
6530,Armando Alcázar Jover,21,Tungurahua,Bachillerato,22,75.7,True,Bajo,5.28
6531,Rocío Uría González,18,Guayas,Bachillerato,24,77.8,True,Medio,5.24
6532,Guadalupe Sáez,25,Guayas,Bachillerato,27,53.7,True,Medio,4.49
6533,Susana Dalmau Alfaro,20,Tungurahua,Secundaria,28,62.8,False,Alto,4.68
6534,Juan Felipe Lucas Huguet,15,Tungurahua,Secundaria,25,89.4,True,Bajo,4.88
6535,Ascensión Nicolau Baeza,15,Guayas,Bachillerato,18,58.6,False,Medio,4.13
6536,Noemí Arnau,15,Guayas,Bachillerato,3,66.2,False,Alto,3.56
6537,Paula Cañete Hervás,15,Tungurahua,Secundaria,28,66.5,True,Bajo,3.96
6538,Edelmiro Caballero Llamas,25,Esmeraldas,Secundaria,37,79.0,False,Bajo,6.16
6539,Saturnina Leal Español,19,Loja,Secundaria,22,94.1,False,Alto,6.4
6540,Santos Terrón Leiva,20,Tungurahua,Bachillerato,14,96.9,True,Medio,5.75
6541,Paco Tormo,19,Loja,Secundaria,2,68.4,False,Bajo,4.43
6542,Bienvenida Uriarte Menendez,16,Chimborazo,Bachillerato,13,75.8,True,Medio,5.27
6543,Florencio Esteve,17,Tungurahua,Secundaria,27,94.8,True,Bajo,6.32
6544,Gerardo Barón Torrijos,22,Pichincha,Bachillerato,8,68.8,True,Alto,2.99
6545,Gonzalo Heraclio Gil Quevedo,23,Pichincha,Bachillerato,6,76.2,False,Medio,3.96
6546,Emperatriz Andrés Real,19,Esmeraldas,Bachillerato,32,76.9,False,Medio,6.08
6547,Julio César Armengol Benavides,25,Loja,Bachillerato,24,98.3,True,Alto,6.02
6548,Ramón del Cuevas,15,Manabi,Bachillerato,39,55.8,True,Alto,4.62
6549,Lisandro Sanabria Ibáñez,23,Guayas,Bachillerato,40,67.6,True,Bajo,6.23
6550,Elisa Uriarte Urrutia,25,Esmeraldas,Bachillerato,36,65.1,True,Bajo,5.08
6551,Micaela Marco Quesada,17,Pichincha,Bachillerato,11,99.4,False,Medio,6.26
6552,Purificación Cerezo Dueñas,21,Tungurahua,Bachillerato,26,64.2,True,Bajo,5.36
6553,Melania Sevilla Saavedra,23,Guayas,Bachillerato,2,92.6,True,Bajo,4.84
6554,Coral Vall,18,Loja,Secundaria,39,84.0,True,Bajo,6.54
6555,Vicenta de Ayllón,21,Pichincha,Secundaria,12,53.1,True,Bajo,3.4
